Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Power,Seats,Price,Brand,Model
Pune,2017,207.3644135332772,Diesel,Manual,First,13.68,147.8,7,2.9258461460898246,Toyota,Innova
Jaipur,2011,187.08286933869707,Petrol,Manual,Third & Above,19.7,35.0,5,0.6151856390902335,Maruti,Omni
Coimbatore,2017,166.94909403767366,Petrol,Manual,Second,20.4,81.8,5,1.7833912195575383,Maruti,Swift
Mumbai,2014,128.50680915811427,Petrol,Manual,First,18.9,82.0,5,1.3217558399823195,Hyundai,Grand
Pune,2012,346.41016151377545,Diesel,Manual,First,22.9,74.0,5,1.3217558399823195,Maruti,Swift
Hyderabad,2008,378.5168424258028,Diesel,Manual,First,22.0,126.2,5,0.9555114450274363,Hyundai,Verna
Mumbai,2010,228.0350850198276,Petrol,Manual,First,17.0,80.0,5,1.0296194171811581,Hyundai,I20
Coimbatore,2017,172.68178826963774,Diesel,Automatic,First,11.57,254.79,5,4.11561669749764,Mercedes-Benz,Gle
Bangalore,2014,238.74672772626644,Diesel,Manual,Second,15.8,170.0,5,2.8903717578961645,Mercedes-Benz,New
Hyderabad,2014,297.4894956128703,Diesel,Manual,First,23.2,73.94,5,1.4701758451005926,Maruti,Ritz
Bangalore,2016,167.33200530681512,Diesel,Manual,First,19.67,126.2,5,2.6210388241125804,Hyundai,Creta
Pune,2010,258.8435821108957,Petrol,Manual,First,19.0,66.1,5,0.6931471805599453,Maruti,A-Star
Delhi,2016,161.24515496597098,Diesel,Manual,First,19.64,108.45,5,2.302585092994046,Renault,Duster
Delhi,2010,346.41016151377545,Diesel,Manual,First,17.8,76.0,5,0.5007752879124892,Fiat,Grande
Coimbatore,2017,227.99561399290118,Diesel,Automatic,First,16.55,258.0,5,3.8236288546655506,Bmw,X3
Bangalore,2010,189.73665961010275,Petrol,Manual,Second,20.36,78.9,5,1.1786549963416462,Hyundai,I10
Pune,2016,216.79483388678798,Diesel,Manual,First,12.8,102.0,7,2.5494451709255714,Toyota,Innova
Mumbai,2002,244.94897427831782,Petrol,Manual,Third & Above,17.3,60.0,5,-0.5978370007556204,Maruti,Zen
Hyderabad,2018,176.13914953808538,Diesel,Manual,First,28.4,74.0,5,1.9671123567059163,Maruti,Swift
Pune,2013,324.037034920393,Diesel,Manual,Second,12.05,120.0,8,1.9459101490553132,Mahindra,Scorpio
Pune,2017,349.1418050019218,Diesel,Manual,First,22.95,74.0,5,1.3217558399823195,Tata,Zest
Mumbai,2017,150.648597736587,Petrol,Manual,First,18.88,123.24,5,2.1400661634962708,Ford,Ecosport
Jaipur,2012,270.1851217221259,Diesel,Manual,First,23.4,74.0,5,1.4701758451005926,Maruti,Swift
Kochi,2016,179.51880124376945,Petrol,Manual,First,22.74,47.3,5,1.1817271953786161,Maruti,Alto
Jaipur,2011,234.5207879911715,Petrol,Manual,First,17.0,118.0,5,1.43746264769429,Honda,City
Kochi,2018,106.2402936742929,Diesel,Automatic,First,12.07,241.4,7,4.253624919869357,Audi,Q7
Mumbai,2009,219.08902300206645,Diesel,Automatic,Second,17.0,105.0,5,1.0818051703517284,Skoda,Laura
Kochi,2012,233.0407689654323,Petrol,Manual,First,17.1,121.3,5,1.4539530095937054,Hyundai,Verna
Jaipur,2009,280.0749899580468,Petrol,Automatic,First,16.8,118.0,5,1.2725655957915476,Honda,City
Kolkata,2013,214.47610589527216,Diesel,Manual,First,21.9,88.8,5,1.1346227261911428,Hyundai,I20
Coimbatore,2014,212.25220846907578,Petrol,Automatic,First,15.0,98.6,5,1.7850704810772584,Hyundai,I20
Hyderabad,2011,262.67851073127395,Diesel,Manual,First,20.54,103.6,5,1.547562508716013,Volkswagen,Vento
Ahmedabad,2014,221.35943621178654,Petrol,Manual,First,17.4,117.3,5,1.9315214116032138,Honda,City
Pune,2018,212.13203435596427,Diesel,Manual,First,22.95,74.0,5,1.6582280766035324,Tata,Zest
Pune,2015,252.98221281347034,Diesel,Automatic,First,18.48,177.0,5,3.332204510175204,Bmw,5 Series
Delhi,2009,244.94897427831782,Petrol,Manual,First,18.9,67.0,5,0.30010459245033816,Maruti,WagonR
Delhi,2015,249.355168384375,Petrol,Manual,First,18.2,88.7,5,1.5789787049493917,Honda,Jazz
Coimbatore,2012,240.84434807568144,Diesel,Manual,First,15.0,105.0,5,1.9021075263969205,Volkswagen,Jetta
Hyderabad,2010,272.02941017470886,Petrol,Manual,First,20.36,78.9,5,1.1314021114911006,Hyundai,I10
Kochi,2015,278.8745237557565,Diesel,Automatic,First,19.27,170.0,5,2.925309809257445,Mercedes-Benz,New
Pune,2012,212.77922830953213,Petrol,Manual,First,20.36,78.9,5,1.0296194171811581,Hyundai,I10
Chennai,2016,219.08902300206645,Diesel,Manual,First,13.68,147.8,7,3.0081547935525483,Toyota,Innova
Kochi,2015,177.9100896520487,Diesel,Automatic,First,17.68,174.33,5,3.2876553402630266,Audi,A6
Hyderabad,2010,330.15148038438355,Diesel,Manual,Second,12.99,100.6,7,2.1114245875328868,Toyota,Innova
Mumbai,2015,178.82393575805224,Petrol,Manual,First,16.47,73.9,5,1.358409157630355,Volkswagen,Polo
Hyderabad,2011,264.5751311064591,Petrol,Manual,First,20.92,67.1,5,0.7419373447293773,Maruti,Alto
Mumbai,2017,122.47448713915891,Petrol,Automatic,First,18.0,117.3,5,2.540814281726296,Honda,City
Coimbatore,2013,243.1830586204557,Diesel,Manual,First,17.0,70.0,5,0.9477893989335261,Tata,Indigo
Kochi,2014,248.44717748447053,Diesel,Automatic,First,17.68,174.33,5,3.033509637888021,Audi,A6
Delhi,2015,219.08902300206645,Diesel,Automatic,First,17.9,136.0,5,3.0086484988205373,Mercedes-Benz,Gla
Hyderabad,2014,278.9534011264247,Petrol,Automatic,First,23.1,67.04,5,1.4469189829363254,Maruti,Celerio
Hyderabad,2017,170.29386365926402,Diesel,Automatic,First,17.9,201.15,5,4.04305126783455,Mercedes-Benz,Gle
Delhi,2017,209.76176963403032,Diesel,Automatic,First,12.7,187.7,5,3.784189633918261,Land Rover,Rover
Hyderabad,2011,329.58458701826453,Diesel,Manual,First,20.54,103.6,5,1.2947271675944,Volkswagen,Vento
Hyderabad,2012,267.93842576233817,Petrol,Manual,First,14.0,35.0,5,0.7178397931503168,Maruti,Omni
Kochi,2012,303.20125329556276,Petrol,Manual,First,18.5,86.8,5,1.1410330045520618,Honda,Brio
Hyderabad,2000,397.4921382870358,Diesel,Manual,Second,14.07,83.1,7,0.4054651081081644,Tata,Sumo
Pune,2012,301.9652297864772,Diesel,Manual,First,18.0,75.0,5,1.0473189942805592,Tata,Indica
Delhi,2012,254.95097567963924,Petrol,Manual,First,18.9,67.1,5,0.9745596399981308,Maruti,WagonR
Hyderabad,2015,297.36845831392407,Diesel,Manual,First,16.0,140.0,7,2.3608540011180215,Mahindra,Xuv500
Pune,2008,371.4835124201342,Diesel,Manual,Second,17.1,70.0,5,0.22314355131420976,Tata,Indigo
Mumbai,2018,134.16407864998737,Petrol,Manual,First,16.02,93.7,7,2.1102132003465894,Maruti,Ertiga
Mumbai,2011,244.94897427831782,Petrol,Automatic,First,11.7,177.6,5,1.4929040961781488,Honda,Accord
Kolkata,2012,219.08902300206645,Diesel,Manual,First,19.3,73.9,5,1.308332819650179,Maruti,Swift
Hyderabad,2009,400.0,Diesel,Manual,First,17.8,68.0,5,1.0296194171811581,Ford,Fiesta
Kolkata,2008,200.0,Petrol,Manual,First,17.7,78.0,5,0.5877866649021191,Honda,City
Kochi,2014,226.92509777457406,Diesel,Automatic,First,17.68,174.33,5,3.08876713952118,Audi,A6
Mumbai,2011,173.20508075688772,Diesel,Automatic,First,9.52,313.0,4,3.8918202981106265,Bmw,6 Series
Coimbatore,2017,312.13779008636556,Diesel,Automatic,First,14.75,245.0,7,4.137882864236584,Audi,Q7
Pune,2008,206.14557962760202,CNG,Manual,First,26.3,67.1,5,0.3364722366212129,Maruti,Zen
Pune,2012,288.09720581775866,Diesel,Manual,First,23.0,90.0,5,1.7047480922384253,Hyundai,I20
Bangalore,2009,192.35384061671346,Petrol,Automatic,Third & Above,16.95,78.9,5,1.0818051703517284,Hyundai,I10
Kochi,2016,168.82831516069808,Petrol,Automatic,First,19.0,88.7,5,1.925707441737794,Honda,Jazz
Hyderabad,2015,276.5791026090005,Diesel,Manual,First,25.2,74.0,5,1.8164520818184267,Maruti,Swift
Pune,2011,281.339652377691,Petrol,Manual,Second,18.5,82.85,5,1.1939224684724346,Hyundai,I20
Kolkata,2011,178.88543819998318,Petrol,Manual,First,16.47,73.9,5,0.9360933591703348,Volkswagen,Polo
Ahmedabad,2009,187.08286933869707,Petrol,Manual,First,19.7,46.3,5,0.4054651081081644,Maruti,Alto
Chennai,2004,324.037034920393,Petrol,Automatic,Second,11.3,125.0,5,0.9162907318741551,Toyota,Corolla
Chennai,2006,236.64319132398464,Petrol,Manual,Second,19.7,46.3,5,0.3364722366212129,Maruti,Alto
Pune,2012,270.1851217221259,Diesel,Manual,First,21.12,88.8,5,1.2237754316221157,Tata,Manza
Pune,2012,194.93588689617928,Petrol,Manual,First,19.7,46.3,5,0.8109302162163288,Maruti,Alto
Kolkata,2013,880.3408430829504,Diesel,Automatic,First,19.3,141.0,5,2.0149030205422647,Skoda,Octavia
Kolkata,2008,282.842712474619,Petrol,Automatic,First,11.3,125.0,5,1.0296194171811581,Toyota,Corolla
Coimbatore,2016,158.02847844613325,Petrol,Manual,First,18.6,81.83,5,2.0360119837525,Hyundai,I20
Chennai,2016,212.13203435596427,Diesel,Manual,First,24.3,88.5,5,1.9671123567059163,Maruti,Vitara
Delhi,2010,295.6856438855292,Petrol,Manual,First,17.0,118.0,5,1.252762968495368,Honda,City
Hyderabad,2014,365.9836061902227,Diesel,Manual,Second,18.0,75.0,5,1.252762968495368,Tata,Indica
Kolkata,2013,238.74672772626644,Diesel,Manual,First,25.8,98.6,5,1.2383742310432684,Honda,Amaze
Coimbatore,2016,167.0449041425688,Petrol,Manual,First,21.1,55.2,5,1.2669476034873244,Hyundai,Eon
Kochi,2015,175.26266002774236,Diesel,Automatic,Second,21.76,190.0,5,3.2577118486533987,Bmw,3 Series
Bangalore,2012,282.842712474619,Diesel,Manual,First,22.32,126.32,5,1.6582280766035324,Hyundai,Verna
Ahmedabad,2013,217.4948275247023,Diesel,Manual,First,21.02,88.8,5,1.0647107369924282,Tata,Manza
Jaipur,2005,316.22776601683796,Petrol,Automatic,First,14.45,227.0,5,0.7178397931503168,Skoda,Octavia
Pune,2017,173.20508075688772,Petrol,Manual,First,24.07,67.1,5,1.3217558399823195,Maruti,Alto
Mumbai,2014,260.76809620810593,Diesel,Manual,First,22.7,89.84,5,1.9095425048844386,Ford,Ecosport
Kolkata,2011,144.9137674618944,Petrol,Manual,Second,18.0,62.0,5,-0.05129329438755058,Chevrolet,Spark
Hyderabad,2017,144.9137674618944,Diesel,Automatic,First,19.33,177.0,5,3.9512437185814275,Jaguar,Xf
Jaipur,2007,344.9637662132068,Petrol,Manual,Third & Above,13.1,141.1,5,1.3635373739972745,Honda,Cr-V
Kochi,2019,117.24760125478048,Petrol,Automatic,First,14.67,177.46,5,3.3068867021909143,Skoda,Superb
Chennai,2009,787.4007874011811,Petrol,Manual,First,20.36,78.9,5,0.9932517730102834,Hyundai,I10
Delhi,2013,264.5751311064591,Diesel,Manual,First,22.9,74.0,5,1.252762968495368,Maruti,Swift
Mumbai,2016,134.16407864998737,Petrol,Automatic,First,18.5,83.14,5,1.824549292051046,Maruti,Swift
Chennai,2011,288.09720581775866,Diesel,Manual,First,23.08,63.1,5,1.0116009116784799,Nissan,Micra
Mumbai,2015,360.5551275463989,Diesel,Manual,First,23.4,74.0,5,1.1786549963416462,Maruti,Swift
Pune,2012,251.79356624028344,Diesel,Manual,First,17.8,67.0,5,1.1786549963416462,Ford,Fiesta
Kolkata,2003,254.95097567963924,Petrol,Manual,First,17.3,60.0,5,-0.4307829160924542,Maruti,Zen
Pune,2017,91.37833441248533,Petrol,Manual,First,13.8,192.0,5,3.5553480614894135,Mini,Clubman
Kolkata,2014,212.13203435596427,Diesel,Manual,First,23.59,67.05,5,1.1786549963416462,Toyota,Etios
Kolkata,2018,161.86414056238647,Petrol,Manual,First,24.7,47.3,5,1.0647107369924282,Maruti,Alto
Bangalore,2011,104.88088481701516,Petrol,Manual,Third & Above,18.9,47.0,5,1.0647107369924282,Maruti,Alto
Bangalore,2009,300.0,Diesel,Automatic,Second,11.0,235.0,5,2.8763855159214247,Bmw,X5
Mumbai,2015,272.02941017470886,Petrol,Automatic,Second,11.07,179.5,5,2.1102132003465894,Nissan,Teana
Coimbatore,2015,192.5642749837051,Petrol,Automatic,First,18.9,82.0,5,1.7526720805200082,Hyundai,Grand
Hyderabad,2017,197.48417658131498,Diesel,Manual,First,24.3,88.5,5,2.2502386126218363,Maruti,Vitara
Mumbai,2008,314.6426544510455,Diesel,Automatic,Third & Above,12.07,241.4,7,2.5610957881455465,Audi,Q7
Chennai,2015,194.93588689617928,Diesel,Automatic,First,17.9,136.0,5,2.995732273553991,Mercedes-Benz,Gla
Chennai,2007,268.32815729997475,Petrol,Manual,Third & Above,16.1,37.0,4,0.0,Maruti,800
Chennai,2015,304.9590136395381,Diesel,Manual,Second,20.45,83.8,5,1.9600947840472698,Renault,Duster
Mumbai,2017,76.81145747868608,Diesel,Manual,First,21.43,87.2,5,2.803360380906535,Toyota,Corolla
Chennai,2014,158.11388300841898,Diesel,Manual,First,15.8,170.0,5,3.258096538021482,Mercedes-Benz,New
Hyderabad,2010,260.76809620810593,Diesel,Manual,Second,21.1,73.9,5,1.1631508098056809,Maruti,Ritz
Kochi,2017,188.88091486436633,Petrol,Automatic,First,16.0,117.3,7,2.2491843162669305,Honda,Brv
Kochi,2015,272.5986060125767,Diesel,Manual,First,24.4,71.0,5,1.3862943611198906,Hyundai,Xcent
Jaipur,2014,243.64728605096343,Diesel,Automatic,First,14.21,203.0,5,3.2771447329921766,Mercedes-Benz,E-Class
Kochi,2014,203.42074623793906,Petrol,Automatic,Second,14.8,120.7,5,2.4655539212721855,Mercedes-Benz,B Class
Bangalore,2017,184.11952639521968,Diesel,Automatic,First,15.0,204.0,5,3.6109179126442243,Mercedes-Benz,E-Class
Mumbai,2016,167.33200530681512,Petrol,Manual,First,17.8,117.3,5,2.169053700369523,Honda,City
Chennai,2011,306.56483816641463,Petrol,Manual,First,17.0,118.0,5,1.3217558399823195,Honda,City
Pune,2010,308.2207001484488,Petrol,Manual,First,16.2,103.2,5,0.9162907318741551,Hyundai,Verna
Mumbai,2017,94.86832980505137,Petrol,Automatic,First,13.5,246.74,5,3.5409593240373143,Jaguar,Xe
Delhi,2015,229.16369695045503,Petrol,Manual,First,18.0,86.7,5,1.536867219599265,Honda,Amaze
Bangalore,2015,141.4213562373095,Petrol,Automatic,First,18.86,122.0,4,3.4657359027997265,Mini,Cooper
Coimbatore,2017,237.59419184820155,Diesel,Automatic,First,13.5,282.0,5,4.140114296466289,Mercedes-Benz,S Class
Chennai,2014,192.35384061671346,Petrol,Manual,First,21.1,55.2,5,1.1786549963416462,Hyundai,Eon
Kolkata,2014,131.90905958272918,Petrol,Manual,First,20.51,67.04,5,1.1314021114911006,Maruti,WagonR
Coimbatore,2011,300.3448018528038,Diesel,Manual,First,21.1,73.9,5,1.3635373739972745,Maruti,Ritz
Chennai,2011,299.35931587308255,Diesel,Automatic,First,16.07,181.0,5,2.3978952727983707,Bmw,3 Series
Pune,2014,291.547594742265,Diesel,Manual,First,13.49,138.03,5,1.252762968495368,Tata,Xenon
Chennai,2014,281.551061088393,Diesel,Automatic,First,20.38,143.0,5,2.803360380906535,Audi,A3
Hyderabad,2012,236.64319132398464,Diesel,Automatic,First,12.7,187.7,5,3.4011973816621555,Land Rover,Rover
Pune,2010,291.5493097230724,Diesel,Automatic,Second,12.0,224.0,7,3.332204510175204,Mercedes-Benz,Gl-Class
Hyderabad,2018,109.54451150103323,Diesel,Automatic,First,13.5,175.56,7,3.332204510175204,Mitsubishi,Pajero
Jaipur,2010,353.5533905932738,Petrol,Manual,First,19.7,46.3,5,-0.08338160893905101,Maruti,Alto
Pune,2013,230.21728866442677,Petrol,Manual,First,14.0,64.0,5,1.0116009116784799,Maruti,WagonR
Coimbatore,2017,187.0561413052242,Diesel,Automatic,First,12.7,187.7,5,3.985830932572866,Land Rover,Rover
Pune,2011,223.0874268084152,Petrol,Manual,Second,17.01,121.3,5,1.599387576580599,Hyundai,Verna
Hyderabad,2013,236.64319132398464,Diesel,Automatic,First,16.73,218.0,5,3.5115454388310208,Bmw,5 Series
Bangalore,2013,273.8612787525831,Diesel,Automatic,First,14.74,270.9,5,3.3304171996011083,Jaguar,Xf
Hyderabad,2010,238.74672772626644,Petrol,Automatic,First,13.7,157.75,5,1.9810014688665833,Skoda,Superb
Kochi,2017,193.75758049686726,Diesel,Automatic,First,15.73,174.33,5,3.246880021277798,Audi,Q3
Coimbatore,2014,309.27172518676844,Diesel,Automatic,First,12.7,187.7,5,3.3901364343027307,Land Rover,Rover
Jaipur,2013,187.88028103023478,Diesel,Automatic,First,14.84,170.0,5,2.9444389791664403,Mercedes-Benz,New
Kochi,2017,168.71277367170512,Diesel,Manual,First,15.4,120.0,7,2.5687881337687024,Mahindra,Scorpio
Mumbai,2015,202.48456731316588,Diesel,Automatic,First,21.76,190.0,5,3.2386784521643803,Bmw,3 Series
Pune,2017,94.86832980505137,Petrol,Manual,First,15.4,117.3,7,2.1400661634962708,Honda,Br-V
Chennai,2010,303.4765229799498,Diesel,Automatic,Second,16.0,215.0,5,1.9810014688665833,Volvo,S80
Pune,2005,76.38062581571324,Petrol,Manual,First,13.2,94.0,5,-0.2231435513142097,Hyundai,Accent
Jaipur,2017,200.62402647738878,Petrol,Manual,First,17.19,81.86,5,1.9315214116032138,Hyundai,I20
Coimbatore,2018,149.6562728387955,Petrol,Automatic,First,11.5,367.0,5,4.262539022051294,Mercedes-Benz,Glc
Kolkata,2015,144.22205101855957,Petrol,Manual,Second,21.1,55.2,5,0.8109302162163288,Hyundai,Eon
Kochi,2018,200.8033864256278,Petrol,Manual,First,18.9,81.86,5,1.7047480922384253,Hyundai,Grand
Mumbai,2013,229.29457036746422,Petrol,Manual,First,13.0,100.0,5,1.4701758451005926,Honda,City
Kolkata,2010,234.5207879911715,Petrol,Manual,First,16.47,73.9,5,0.8109302162163288,Volkswagen,Polo
Mumbai,2016,216.79483388678798,Petrol,Automatic,First,15.26,187.74,5,3.1986731175506815,Audi,A6
Coimbatore,2017,152.19395520190676,Petrol,Manual,First,15.29,121.3,5,2.4874035299865875,Hyundai,Creta
Mumbai,2011,223.60679774997897,Petrol,Automatic,Second,11.74,186.0,5,2.1400661634962708,Mercedes-Benz,New
Mumbai,2014,109.08712114635715,Petrol,Automatic,First,16.82,189.08,4,3.349904087274605,Mini,Cooper
Bangalore,2013,192.35384061671346,Diesel,Manual,First,23.59,67.04,5,1.749199854809259,Toyota,Etios
Delhi,2014,173.20508075688772,Petrol,Manual,Second,19.4,86.8,5,1.1631508098056809,Honda,Brio
Coimbatore,2018,113.27400407860578,Petrol,Automatic,First,21.4,83.1,5,2.2915241456346207,Maruti,Baleno
Coimbatore,2012,378.1758850059057,Diesel,Automatic,First,20.0,138.1,5,1.884034745337226,Skoda,Laura
Kochi,2018,114.46396812971321,Petrol,Manual,First,21.1,55.2,5,1.4011829736136412,Hyundai,Eon
Coimbatore,2019,157.95568998931313,Diesel,Manual,First,20.37,108.45,5,2.5930133911138515,Renault,Captur
Coimbatore,2011,240.4828476211973,Diesel,Automatic,First,16.2,258.0,5,3.2511493854184965,Bmw,5 Series
Kochi,2016,185.11347870968228,Petrol,Manual,First,22.74,47.3,5,1.3190856114264407,Maruti,Alto
Bangalore,2015,181.6590212458495,Diesel,Automatic,Second,16.8,150.0,5,3.091042453358316,Volvo,V40
Ahmedabad,2007,234.73389188611006,Petrol,Manual,First,18.9,67.1,5,0.371563556432483,Maruti,WagonR
Kolkata,2008,200.0,Petrol,Manual,First,17.7,78.0,5,0.6931471805599453,Honda,City
Kochi,2017,178.44046626256053,CNG,Manual,First,15.1,73.0,5,1.547562508716013,Maruti,Eeco
Kolkata,2014,122.47448713915891,Petrol,Manual,First,13.7,98.79,8,1.3217558399823195,Chevrolet,Enjoy
Coimbatore,2016,287.67342595380615,Diesel,Manual,First,15.96,62.1,7,2.0412203288596382,Mahindra,Bolero
Hyderabad,2014,143.52700094407325,Petrol,Manual,First,21.1,55.2,5,0.9555114450274363,Hyundai,Eon
Coimbatore,2017,173.0664612222715,Petrol,Automatic,First,13.0,121.3,5,2.6224923127405635,Hyundai,Creta
Mumbai,2017,122.47448713915891,Petrol,Manual,Second,16.09,103.5,5,1.9600947840472698,Volkswagen,Vento
Pune,2008,248.87346182347366,Petrol,Automatic,Second,12.9,130.0,5,0.9745596399981308,Honda,Civic
Hyderabad,2014,258.8435821108957,Diesel,Manual,First,22.3,74.0,5,0.9162907318741551,Tata,Indica
Kochi,2013,248.33847869389874,Diesel,Manual,First,16.0,140.0,7,2.018895041811802,Mahindra,Xuv500
Coimbatore,2017,161.8177987738061,Petrol,Manual,First,18.6,81.83,5,2.0769384114617173,Hyundai,I20
Bangalore,2014,194.93588689617928,Diesel,Automatic,Second,14.16,174.3,5,3.6635616461296463,Audi,Q5
Chennai,2011,258.8435821108957,Petrol,Manual,Second,18.5,85.8,5,0.8109302162163288,Maruti,Ritz
Chennai,2010,256.9046515733026,Petrol,Manual,Second,13.17,114.0,5,1.3480731482996928,Mitsubishi,Cedia
Hyderabad,2015,284.39936708790333,Diesel,Manual,First,12.8,102.0,7,2.6026896854443837,Toyota,Innova
Hyderabad,2016,283.22958884975276,Diesel,Manual,First,27.62,47.0,5,1.252762968495368,Maruti,Celerio
Delhi,2018,113.67937367878132,Diesel,Manual,First,25.1,88.5,5,2.188295946591918,Maruti,S-Cross
Coimbatore,2016,294.35013164597024,Diesel,Automatic,First,15.17,181.0,5,3.0140632302387145,Audi,Q3
Bangalore,2016,138.6903024728117,Diesel,Automatic,First,21.76,190.0,5,3.597312260588446,Bmw,3 Series
Coimbatore,2016,225.83622384374036,Diesel,Automatic,First,11.33,335.2,7,3.8899818745512658,Audi,Q7
Pune,2016,82.46211251235322,Petrol,Manual,First,18.6,81.83,5,1.9740810260220096,Hyundai,I20
Hyderabad,2012,287.66125912260065,Diesel,Manual,First,19.01,108.45,5,1.7900914121273581,Renault,Duster
Pune,2016,225.8317958127243,Diesel,Manual,First,24.4,71.0,5,1.6582280766035324,Hyundai,Xcent
Delhi,2014,177.38376475878508,Diesel,Manual,First,22.7,89.84,5,1.8718021769015913,Ford,Ecosport
Hyderabad,2013,276.5429442238583,Petrol,Manual,First,16.47,73.9,5,1.4816045409242156,Volkswagen,Polo
Kolkata,2017,118.32159566199232,Diesel,Manual,First,24.0,70.0,5,1.5260563034950492,Hyundai,Grand
Ahmedabad,2013,216.79483388678798,Diesel,Manual,First,21.12,88.8,5,1.0818051703517284,Tata,Manza
Kolkata,2011,220.1499488984724,Petrol,Manual,First,17.0,118.0,5,1.1817271953786161,Honda,City
Bangalore,2008,214.47610589527216,Petrol,Manual,Second,17.92,62.1,5,0.7975071958841882,Hyundai,Santro
Hyderabad,2012,403.315013358045,Diesel,Manual,First,12.99,100.0,7,2.3513752571634776,Toyota,Innova
Coimbatore,2017,158.56229059899457,Diesel,Manual,First,28.09,88.5,5,2.1114245875328868,Maruti,Ciaz
Delhi,2013,262.67851073127395,Diesel,Manual,First,12.55,169.0,7,2.670694414558441,Toyota,Fortuner
Kochi,2018,162.49615380063616,Petrol,Automatic,First,12.6,191.34,5,3.940221659786825,Mercedes-Benz,E-Class
Chennai,2014,212.13203435596427,Diesel,Manual,First,15.8,170.0,5,3.1354942159291497,Mercedes-Benz,New
Kolkata,2012,253.54289577899831,Diesel,Manual,First,17.72,108.49,5,1.7047480922384253,Skoda,Yeti
Delhi,2015,164.31676725154983,Petrol,Manual,First,18.9,82.0,5,1.5040773967762742,Hyundai,Grand
Hyderabad,2018,60.64651680022522,Petrol,Manual,First,18.16,86.8,5,1.916922612182061,Ford,Figo
Mumbai,2013,144.9137674618944,Petrol,Manual,First,16.8,138.02,5,2.169053700369523,Skoda,Octavia
Mumbai,2015,258.8435821108957,Diesel,Manual,Second,19.87,83.8,5,1.9459101490553132,Renault,Duster
